AVG_MONTHLY_HRS,DEPT_ID,FILED_COMPLAINT,LAST_EVALUATION,N_PROJECTS,RECENTLY_PROMOTED,SALARY,SATISFACTION,STATUS,TENURE,EMPLOYEE_ID,DEPT_NAME,DEPT_HEAD
181,D00-IT,0,0.804107,5,0,medium,0.42444,Employed,5,103350,IT,Henry Adey
226,D00-IT,0,0.77285,5,0,low,0.586868,Employed,2,110398,IT,Henry Adey
204,D00-SP,0,0.675468,5,0,low,0.807456,Employed,2,117386,Support,Amelia Westray
157,D00-ENG,0,0.881788,4,0,medium,0.985183,Employed,3,102750,Engineering,Sushant Raghunathan K
218,D00-SP,1,0.99304,4,0,medium,0.840847,Left,5,116356,Support,Amelia Westray
183,D00-IT,0,0.518724,4,0,medium,0.943633,Employed,3,109592,IT,Henry Adey
141,D00-PD,1,0.898615,5,0,low,0.879901,Employed,3,102886,Product,Darcy Staines
271,D00-SS,0,0.924442,6,0,low,0.0899867,Left,4,119748,Sales,Edward J Bayley
272,D00-SS,0,0.54585,3,0,medium,0.508822,Employed,3,108481,Sales,Edward J Bayley
173,D00-MN,0,0.845234,4,0,medium,0.653069,Employed,3,113765,Management,Ellie Trafton
272,D00-SS,0,0.706105,2,0,low,0.898623,Employed,2,117354,Sales,Edward J Bayley
160,D00-PD,0,0.545406,5,0,low,0.890643,Employed,4,117017,Product,Darcy Staines
141,D00-PD,0,0.574757,3,0,medium,0.749789,Employed,3,131628,Product,Darcy Staines
229,D00-SS,0,0.700904,4,0,low,0.565431,Employed,3,111388,Sales,Edward J Bayley
179,D00-SP,0,0.950154,5,0,medium,0.653328,Employed,6,108185,Support,Amelia Westray
235,D00-SP,0,0.784853,3,0,low,0.663398,Employed,3,117243,Support,Amelia Westray
160,D00-FN,0,0.914788,4,0,low,0.901676,Employed,2,105809,Finance,Aanchal J
168,D00-SP,0,0.88223,5,0,low,0.929701,Employed,2,109033,Support,Amelia Westray
270,D00-SS,1,0.886359,3,1,medium,0.987504,Employed,3,108469,Sales,Edward J Bayley
145,D00-ENG,0,0.505865,2,0,medium,0.552377,Employed,5,117861,Engineering,Sushant Raghunathan K
289,D00-PD,0,0.813999,6,0,high,0.0401908,Left,4,104623,Product,Darcy Staines
155,D00-SS,0,0.727843,3,0,low,0.323083,Employed,2,113325,Sales,Edward J Bayley
148,D00-SP,0,0.613355,6,0,low,0.54484,Employed,4,108651,Support,Amelia Westray
259,D00-IT,0,1,4,0,low,0.964506,Employed,3,132900,IT,Henry Adey
135,D00-ENG,0,0.520188,2,0,medium,0.480209,Employed,4,104646,Engineering,Sushant Raghunathan K
188,D00-SS,0,0.632785,3,0,medium,0.677099,Employed,4,106905,Sales,Edward J Bayley
203,D00-SP,0,0.555742,7,0,medium,0.216733,Left,5,117643,Support,Amelia Westray
130,D00-SS,0,0.508766,2,0,low,0.461717,Left,3,114516,Sales,Edward J Bayley
207,D00-ENG,0,0.967245,5,0,low,0.539775,Employed,3,111266,Engineering,Sushant Raghunathan K
239,D00-SS,0,0.483627,6,0,medium,0.968459,Employed,5,106256,Sales,Edward J Bayley
196,D00-SS,0,0.604999,3,0,low,0.595814,Employed,3,107533,Sales,Edward J Bayley
268,D00-SS,0,0.864248,4,0,low,0.929267,Employed,4,102122,Sales,Edward J Bayley
133,D00-SS,0,0.617377,6,0,medium,0.961918,Employed,5,106935,Sales,Edward J Bayley
231,D00-SS,0,0.536429,6,0,low,0.255405,Employed,4,115575,Sales,Edward J Bayley
202,D00-SS,0,0.552261,4,0,medium,0.721175,Employed,3,104960,Sales,Edward J Bayley
139,D00-ENG,0,0.840849,4,0,high,0.957741,Employed,2,111952,Engineering,Sushant Raghunathan K
267,D00-ENG,0,0.919932,5,0,low,0.207341,Employed,4,113953,Engineering,Sushant Raghunathan K
224,D00-PD,0,0.563083,5,0,medium,0.667397,Employed,3,112061,Product,Darcy Staines
97,D00-FN,1,0.820322,5,0,high,0.425181,Employed,6,101510,Finance,Aanchal J
167,D00-ENG,0,0.952778,4,0,medium,0.627086,Employed,2,107825,Engineering,Sushant Raghunathan K
247,D00-ENG,0,0.914599,6,0,low,0.0547345,Left,4,114359,Engineering,Sushant Raghunathan K
167,D00-SS,0,0.694387,3,0,low,0.947461,Employed,3,118530,Sales,Edward J Bayley
180,D00-MT,0,0.54304,4,0,medium,0.732574,Employed,3,106667,Marketing,Reuben Swann
161,D00-MT,0,0.711776,4,0,low,0.829371,Employed,3,147134,Marketing,Reuben Swann
148,D00-IT,1,0.574218,3,0,low,0.485766,Employed,2,118799,IT,Henry Adey
139,D00-MN,0,0.594876,4,1,low,0.803364,Left,3,102536,Management,Ellie Trafton
223,D00-ENG,0,0.546798,3,0,low,0.464271,Employed,3,118683,Engineering,Sushant Raghunathan K
149,D00-ENG,0,0.733073,5,0,low,0.130762,Employed,2,108168,Engineering,Sushant Raghunathan K
153,D00-SS,0,0.890343,5,0,low,0.796485,Employed,2,102531,Sales,Edward J Bayley
119,D00-MT,1,0.682934,3,0,low,1,Employed,2,111238,Marketing,Reuben Swann
231,D00-SS,0,0.697535,3,0,medium,0.688211,Employed,3,113655,Sales,Edward J Bayley
175,D00-ENG,0,0.391736,5,0,high,0.550819,Employed,4,104920,Engineering,Sushant Raghunathan K
135,D00-SS,0,0.701708,3,0,medium,0.757519,Employed,2,104915,Sales,Edward J Bayley
250,D00-PR,1,0.582672,3,0,low,0.799592,Employed,3,104962,Procurement,Louie Viles
251,D00-IT,0,0.95028,4,0,low,0.578013,Employed,2,110690,IT,Henry Adey
206,D00-SS,0,0.562401,4,0,medium,0.538882,Employed,3,110667,Sales,Edward J Bayley
126,D00-TP,0,0.7288275,2,0,medium,0.652394,Employed,3,107164,Temp,Micheal Zachrey
237,D00-SP,0,0.601885,4,0,medium,0.943237,Employed,2,107340,Support,Amelia Westray
263,D00-FN,0,0.601531,3,0,medium,0.979063,Employed,4,103071,Finance,Aanchal J
237,D00-IT,0,0.972116,4,0,medium,0.2381,Employed,5,118892,IT,Henry Adey
249,D00-ENG,0,0.843549,6,0,medium,0.154457,Left,4,102893,Engineering,Sushant Raghunathan K
192,D00-SS,0,0.630601,4,0,medium,0.678898,Employed,4,109534,Sales,Edward J Bayley
246,D00-MT,0,0.512896,3,1,high,0.620939,Employed,2,100163,Marketing,Reuben Swann
188,D00-SS,0,0.584586,5,0,medium,0.185463,Employed,7,106525,Sales,Edward J Bayley
140,D00-PD,0,0.732204,2,0,medium,0.456242,Left,3,101765,Product,Darcy Staines
189,D00-SP,0,0.734583,5,0,low,0.542282,Employed,3,114300,Support,Amelia Westray
204,D00-SS,0,0.486641,3,0,high,0.790487,Employed,6,112656,Sales,Edward J Bayley
233,D00-SS,0,0.726375,3,0,medium,0.712782,Employed,3,117481,Sales,Edward J Bayley
169,D00-SP,0,0.922187,4,0,medium,0.667013,Employed,4,117066,Support,Amelia Westray
248,D00-SS,0,0.873771,4,0,low,0.980277,Employed,2,136750,Sales,Edward J Bayley
229,D00-ENG,0,0.893459,4,0,low,0.458161,Employed,2,114982,Engineering,Sushant Raghunathan K
239,D00-SS,0,0.563188,4,0,low,0.551773,Employed,3,107268,Sales,Edward J Bayley
146,D00-SP,0,0.854324,3,0,medium,0.812479,Employed,3,107914,Support,Amelia Westray
222,D00-MT,0,0.483784,4,0,medium,0.759257,Employed,2,102546,Marketing,Reuben Swann
274,D00-PD,0,0.906298,4,0,medium,0.81923,Employed,3,135194,Product,Darcy Staines
215,D00-SS,0,0.706105,4,0,low,0.839487,Employed,2,117662,Sales,Edward J Bayley
251,D00-SP,0,0.753235,4,0,high,0.628815,Employed,3,119614,Support,Amelia Westray
227,D00-ENG,0,0.607156,3,0,medium,0.634343,Employed,3,100263,Engineering,Sushant Raghunathan K
135,D00-MT,1,0.980276,5,0,low,0.734446,Employed,4,118469,Marketing,Reuben Swann
205,D00-SS,0,1,4,1,medium,0.883034,Employed,2,110930,Sales,Edward J Bayley
212,D00-SS,0,0.555045,5,0,high,1,Employed,6,114636,Sales,Edward J Bayley
221,D00-IT,0,0.985585,6,0,low,0.195621,Employed,5,116952,IT,Henry Adey
171,D00-ENG,0,0.603065,3,0,low,0.806949,Employed,3,115570,Engineering,Sushant Raghunathan K
251,D00-SP,0,0.513649,4,0,high,0.719335,Employed,4,107201,Support,Amelia Westray
143,D00-SS,0,0.589851,4,0,low,0.958427,Employed,8,115081,Sales,Edward J Bayley
149,D00-MN,0,0.799007,4,0,medium,0.544428,Employed,2,109449,Management,Ellie Trafton
215,D00-SS,0,0.591861,4,0,low,0.591568,Employed,2,104177,Sales,Edward J Bayley
130,D00-ENG,0,0.510381,2,0,low,0.446225,Left,3,118898,Engineering,Sushant Raghunathan K
176,D00-SP,0,0.551406,4,0,high,0.876935,Employed,4,109497,Support,Amelia Westray
266,D00-SP,0,0.734583,5,0,low,0.604825,Employed,3,102062,Support,Amelia Westray
151,D00-SS,0,0.541092,2,0,low,0.482572,Employed,3,101122,Sales,Edward J Bayley
160,D00-SS,0,1,3,0,medium,0.77007,Employed,3,110846,Sales,Edward J Bayley
148,D00-PD,0,0.808226,4,0,low,0.650658,Employed,4,113845,Product,Darcy Staines
137,D00-PD,0,0.771485,3,0,low,0.301302,Employed,5,101769,Product,Darcy Staines
271,D00-MN,1,0.765364,2,0,medium,0.546902,Employed,8,112496,Management,Ellie Trafton
190,D00-SS,0,0.393466,4,0,medium,0.552321,Employed,5,100579,Sales,Edward J Bayley
229,D00-MN,0,0.773862,3,1,high,0.812341,Employed,7,101879,Management,Ellie Trafton
300,D00-MN,0,0.983852,7,0,medium,0.14232,Left,4,115969,Management,Ellie Trafton
250,D00-PD,1,0.935055,4,0,high,0.97468,Employed,2,115826,Product,Darcy Staines
170,D00-PD,0,1,4,0,low,0.75294,Employed,2,113167,Product,Darcy Staines
124,D00-PR,1,0.696037,4,0,high,0.815518,Employed,3,111274,Procurement,Louie Viles
275,D00-SP,1,0.867099,3,0,medium,0.745135,Employed,4,119981,Support,Amelia Westray
225,D00-FN,0,0.484329,5,0,high,0.842399,Employed,2,112832,Finance,Aanchal J
158,D00-PD,1,0.420171,5,0,medium,0.993361,Employed,4,137644,Product,Darcy Staines
154,D00-ENG,0,0.858771,5,0,medium,0.730601,Employed,2,102439,Engineering,Sushant Raghunathan K
245,D00-PD,0,0.925012,5,0,low,0.261006,Employed,4,114061,Product,Darcy Staines
252,D00-SS,0,0.88904,3,0,low,0.593543,Employed,2,109216,Sales,Edward J Bayley
202,D00-PD,0,0.87814,3,0,medium,0.998472,Employed,2,103276,Product,Darcy Staines
156,D00-ENG,0,0.63225,3,0,low,0.372635,Employed,2,111616,Engineering,Sushant Raghunathan K
189,D00-FN,0,0.842651,3,0,low,0.743792,Employed,3,114456,Finance,Aanchal J
136,D00-ENG,0,0.575328,2,0,medium,0.441561,Left,3,118797,Engineering,Sushant Raghunathan K
269,D00-SS,0,0.847484,3,0,low,0.313193,Employed,5,115193,Sales,Edward J Bayley
66,D00-TP,1,0.7288275,2,0,low,0.652394,Employed,3,104687,Temp,Micheal Zachrey
123,D00-FN,0,0.736991,3,0,medium,0.473051,Employed,3,106819,Finance,Aanchal J
308,D00-IT,1,0.892628,6,0,low,0.179543,Left,4,105372,IT,Henry Adey
258,D00-PR,0,0.935208,6,0,medium,0.091039,Left,4,104309,Procurement,Louie Viles
240,D00-ENG,1,0.821292,5,0,medium,0.834813,Employed,2,114350,Engineering,Sushant Raghunathan K
127,D00-PD,0,0.432132,2,0,medium,0.393111,Left,3,119492,Product,Darcy Staines
146,D00-ENG,0,0.523919,3,0,low,0.6804,Employed,3,119304,Engineering,Sushant Raghunathan K
158,D00-SS,0,0.352674,5,0,medium,0.279951,Employed,2,105091,Sales,Edward J Bayley
131,D00-SS,0,0.521363,2,0,medium,0.406063,Left,3,108550,Sales,Edward J Bayley
293,D00-SP,0,0.899136,6,0,low,0.100284,Left,4,117400,Support,Amelia Westray
236,D00-MT,0,0.647156,2,0,medium,0.433224,Employed,3,100929,Marketing,Reuben Swann
167,D00-ENG,1,0.489373,4,0,medium,0.606666,Employed,3,103962,Engineering,Sushant Raghunathan K
225,D00-FN,0,0.652258,5,0,medium,0.719195,Employed,3,103673,Finance,Aanchal J
235,D00-SS,1,0.479734,5,0,low,0.707934,Employed,8,119001,Sales,Edward J Bayley
224,D00-PD,0,0.594747,3,0,medium,0.845494,Employed,2,103880,Product,Darcy Staines
270,D00-SP,0,0.913733,3,0,low,0.414214,Employed,6,114954,Support,Amelia Westray
138,D00-PR,0,0.72158,3,0,medium,0.670365,Employed,3,115322,Procurement,Louie Viles
257,D00-PD,0,0.830295,5,0,medium,0.826472,Employed,2,108852,Product,Darcy Staines
137,D00-MN,0,0.665949,2,0,high,0.252166,Employed,3,114427,Management,Ellie Trafton
158,D00-ENG,0,0.520816,2,0,low,0.475622,Left,3,115630,Engineering,Sushant Raghunathan K
145,D00-SS,1,0.706105,5,0,medium,0.964886,Employed,3,110994,Sales,Edward J Bayley
173,D00-SS,0,0.43041,6,0,medium,0.248104,Employed,7,110809,Sales,Edward J Bayley
268,D00-SS,0,0.706105,4,0,low,0.862202,Employed,2,101570,Sales,Edward J Bayley
162,D00-SP,0,0.915537,3,0,medium,0.855461,Employed,3,104681,Support,Amelia Westray
139,D00-SP,1,0.574323,3,0,low,0.943339,Employed,2,107277,Support,Amelia Westray
180,D00-MT,1,0.527486,3,0,low,0.531528,Employed,3,106509,Marketing,Reuben Swann
132,D00-SP,1,0.69227,5,0,medium,0.838095,Employed,2,119707,Support,Amelia Westray
208,D00-PD,0,0.532968,3,0,medium,0.859067,Employed,3,105052,Product,Darcy Staines
228,D00-ENG,0,0.588851,6,0,medium,0.40866,Employed,5,117883,Engineering,Sushant Raghunathan K
204,D00-SP,1,0.908698,4,0,low,0.696046,Employed,8,119582,Support,Amelia Westray
245,D00-SS,1,0.860953,2,1,medium,0.655321,Employed,2,114120,Sales,Edward J Bayley
142,D00-SS,0,0.875331,3,0,medium,0.961844,Employed,4,104884,Sales,Edward J Bayley
249,D00-MN,0,0.659923,3,0,low,0.946816,Employed,3,139611,Management,Ellie Trafton
228,D00-SP,1,0.734583,4,0,low,1,Employed,3,102600,Support,Amelia Westray
211,D00-SS,0,0.883249,4,0,high,0.42422,Employed,7,116958,Sales,Edward J Bayley
157,D00-ENG,0,0.778416,3,0,high,0.697102,Employed,3,105433,Engineering,Sushant Raghunathan K
154,D00-PD,0,0.753181,3,0,medium,0.623977,Employed,2,116476,Product,Darcy Staines
248,D00-MN,0,0.7413715,4,0,high,0.623626,Employed,3,115501,Management,Ellie Trafton
246,D00-PD,1,0.732204,4,0,low,0.950969,Employed,3,109291,Product,Darcy Staines
237,D00-PD,0,0.538149,3,0,medium,0.529439,Employed,3,116422,Product,Darcy Staines
192,D00-IT,0,0.726186,3,0,low,0.571027,Employed,2,110343,IT,Henry Adey
150,D00-ENG,0,0.642616,4,0,low,0.512392,Employed,4,118700,Engineering,Sushant Raghunathan K
149,D00-SP,0,0.562375,2,0,low,0.354259,Left,3,105637,Support,Amelia Westray
153,D00-ENG,0,0.78365,4,0,low,0.625795,Employed,2,108994,Engineering,Sushant Raghunathan K
141,D00-SS,0,0.534629,2,0,low,0.382993,Left,3,117771,Sales,Edward J Bayley
145,D00-SS,0,0.370716,3,1,medium,0.651226,Employed,4,100161,Sales,Edward J Bayley
145,D00-SP,0,0.59894,3,0,low,0.814345,Employed,2,113725,Support,Amelia Westray
261,D00-ENG,0,0.941407,4,0,medium,0.6906,Left,5,101071,Engineering,Sushant Raghunathan K
267,D00-SP,0,0.666137,5,0,low,0.660836,Employed,3,104968,Support,Amelia Westray
260,D00-SP,0,0.897804,6,0,low,0.11906,Left,4,103471,Support,Amelia Westray
124,D00-SS,0,0.640119,3,0,medium,0.638739,Employed,3,119979,Sales,Edward J Bayley
145,D00-MT,0,0.602484,4,0,medium,0.9684,Employed,3,103315,Marketing,Reuben Swann
245,D00-PD,1,0.684582,3,0,low,0.9771,Employed,2,113670,Product,Darcy Staines
223,D00-SP,0,0.581706,3,0,medium,0.572241,Employed,3,106169,Support,Amelia Westray
252,D00-IT,1,0.726186,4,0,medium,0.642604,Employed,3,106823,IT,Henry Adey
246,D00-SP,1,0.702432,4,0,low,0.886956,Employed,3,109076,Support,Amelia Westray
185,D00-SP,0,0.822216,3,0,low,0.969502,Employed,3,116971,Support,Amelia Westray
160,D00-SS,1,0.758825,2,0,medium,0.30825,Employed,3,109897,Sales,Edward J Bayley
245,D00-MN,0,0.606191,5,0,medium,0.745682,Employed,2,144919,Management,Ellie Trafton
237,D00-SP,0,0.947757,4,0,low,0.733473,Left,5,111711,Support,Amelia Westray
183,D00-SS,0,0.687912,2,0,low,0.359341,Employed,3,101438,Sales,Edward J Bayley
173,D00-FN,0,0.736991,4,0,low,0.862683,Employed,3,108640,Finance,Aanchal J
241,D00-PD,0,0.732204,4,0,medium,0.722312,Employed,3,113265,Product,Darcy Staines
163,D00-PD,0,0.549605,2,0,low,0.206256,Employed,2,101422,Product,Darcy Staines
276,D00-SP,0,0.703378,6,0,low,0.470035,Employed,6,113416,Support,Amelia Westray
306,D00-SP,0,0.803627,6,0,low,0.153408,Left,4,136191,Support,Amelia Westray
266,D00-IT,0,0.792587,6,0,low,0.14899,Left,4,107698,IT,Henry Adey
287,D00-SS,0,0.80616,5,0,low,0.0976578,Left,4,101508,Sales,Edward J Bayley
164,D00-PR,0,0.643403,3,0,medium,0.77883,Employed,4,101536,Procurement,Louie Viles
221,D00-SP,0,0.840325,3,0,medium,0.795188,Employed,2,148947,Support,Amelia Westray
242,D00-SS,0,0.482355,5,0,medium,0.825348,Employed,3,100779,Sales,Edward J Bayley
136,D00-SP,0,0.59735,4,0,medium,0.863065,Employed,3,116156,Support,Amelia Westray
243,D00-SP,0,0.589919,3,0,low,0.863456,Employed,4,104593,Support,Amelia Westray
156,D00-ENG,0,0.451953,2,0,medium,0.410198,Left,3,100629,Engineering,Sushant Raghunathan K
133,D00-FN,0,0.592812,5,0,medium,0.424174,Employed,4,114730,Finance,Aanchal J
190,D00-SS,0,0.523204,6,0,medium,0.541256,Employed,4,112838,Sales,Edward J Bayley
226,D00-PD,0,0.694999,4,0,low,0.605946,Employed,3,107541,Product,Darcy Staines
141,D00-ENG,1,0.561301,4,0,medium,0.692814,Employed,3,106606,Engineering,Sushant Raghunathan K
165,D00-IT,0,0.853617,2,0,medium,0.354283,Employed,3,110607,IT,Henry Adey
259,D00-MN,1,0.518726,3,1,high,0.88163,Employed,10,106877,Management,Ellie Trafton
156,D00-AD,0,0.740746,5,0,low,0.877399,Employed,2,116500,Admin,Evelyn Tolson
269,D00-SS,1,0.802621,3,0,medium,0.773578,Employed,3,107243,Sales,Edward J Bayley
185,D00-SS,0,0.706105,5,0,medium,0.944566,Employed,2,109686,Sales,Edward J Bayley
193,D00-ENG,1,0.733073,3,0,medium,1,Employed,3,109013,Engineering,Sushant Raghunathan K
206,D00-PR,0,0.775584,6,0,low,0.199985,Employed,6,102644,Procurement,Louie Viles
190,D00-FN,1,0.529629,4,0,low,0.713149,Employed,3,105305,Finance,Aanchal J
145,D00-SP,0,0.351086,3,0,medium,0.455162,Employed,2,102947,Support,Amelia Westray
180,D00-SS,0,0.611771,3,0,medium,0.736602,Employed,2,107845,Sales,Edward J Bayley
247,D00-SS,0,0.820683,4,0,high,0.997122,Employed,3,109869,Sales,Edward J Bayley
107,D00-ENG,1,0.50774,2,0,low,0.915414,Employed,6,107192,Engineering,Sushant Raghunathan K
310,D00-FN,0,1,6,0,medium,0.121858,Left,4,102887,Finance,Aanchal J
235,D00-SP,0,0.89318,5,0,medium,0.752332,Left,5,115719,Support,Amelia Westray
149,D00-SS,1,0.652129,5,0,medium,0.137719,Employed,7,119992,Sales,Edward J Bayley
201,D00-SS,0,0.755921,3,0,low,0.820122,Employed,3,106994,Sales,Edward J Bayley
233,D00-IT,0,0.968662,4,0,low,0.742908,Employed,3,119955,IT,Henry Adey
232,D00-ENG,0,0.97934,4,0,medium,0.800904,Left,5,102971,Engineering,Sushant Raghunathan K
254,D00-MN,0,0.628451,3,0,high,0.51584,Employed,2,104500,Management,Ellie Trafton
239,D00-SP,0,0.585665,5,0,medium,0.412187,Employed,5,112351,Support,Amelia Westray
160,D00-SS,1,0.706105,5,0,high,0.738637,Employed,3,142907,Sales,Edward J Bayley
214,D00-SS,1,0.560299,4,0,medium,0.66071,Employed,3,117181,Sales,Edward J Bayley
213,D00-SS,0,0.727751,4,0,medium,0.884145,Employed,3,109470,Sales,Edward J Bayley
141,D00-IT,0,0.537936,3,0,medium,0.805975,Employed,3,101784,IT,Henry Adey
135,D00-FN,0,0.588706,4,0,medium,0.899151,Employed,10,100471,Finance,Aanchal J
202,D00-SS,0,0.624511,4,0,medium,0.742425,Employed,3,112788,Sales,Edward J Bayley
199,D00-IT,0,0.667736,4,0,medium,0.755225,Employed,2,131380,IT,Henry Adey
175,D00-SS,0,0.563123,3,0,medium,0.900856,Employed,4,112655,Sales,Edward J Bayley
279,D00-IT,0,0.841663,3,0,low,0.449266,Employed,4,102162,IT,Henry Adey
109,D00-PD,0,0.732204,2,0,medium,0.487529,Employed,3,104522,Product,Darcy Staines
132,D00-PD,0,0.437143,4,0,high,0.6312,Employed,3,116308,Product,Darcy Staines
115,D00-MT,1,0.391189,5,0,high,0.162576,Employed,6,112990,Marketing,Reuben Swann
159,D00-SS,0,0.502754,2,0,medium,0.375399,Left,3,101246,Sales,Edward J Bayley
162,D00-MN,0,0.49575,2,0,high,0.572627,Employed,2,101783,Management,Ellie Trafton
199,D00-SS,0,0.706105,4,0,low,0.9694,Employed,3,111059,Sales,Edward J Bayley
154,D00-MN,0,0.844986,4,0,high,0.245348,Employed,10,102992,Management,Ellie Trafton
272,D00-SS,0,0.86698,5,0,high,0.910703,Employed,3,117049,Sales,Edward J Bayley
131,D00-MT,0,0.450271,5,0,medium,0.296026,Employed,3,112099,Marketing,Reuben Swann
259,D00-SS,0,0.769118,4,0,medium,0.857344,Employed,3,101030,Sales,Edward J Bayley
170,D00-SP,0,0.524544,5,0,low,0.809711,Employed,2,118008,Support,Amelia Westray
240,D00-SS,0,0.870204,3,0,low,0.55452,Employed,3,111279,Sales,Edward J Bayley
206,D00-SS,0,0.582302,4,0,low,0.432012,Employed,2,103212,Sales,Edward J Bayley
268,D00-ENG,1,0.787505,3,0,low,0.999763,Employed,3,107567,Engineering,Sushant Raghunathan K
263,D00-SS,1,0.706105,4,0,medium,0.963874,Employed,2,115223,Sales,Edward J Bayley
135,D00-FN,0,0.531365,2,0,medium,0.487969,Left,3,109548,Finance,Aanchal J
166,D00-PD,0,0.953025,4,0,low,0.540002,Employed,5,113264,Product,Darcy Staines
162,D00-SS,0,0.556668,3,0,high,0.886701,Employed,2,111549,Sales,Edward J Bayley
151,D00-ENG,0,0.444049,2,0,low,0.38519,Left,3,105962,Engineering,Sushant Raghunathan K
264,D00-IT,0,0.512154,4,0,medium,0.915985,Employed,3,102047,IT,Henry Adey
173,D00-MN,1,0.843112,2,0,high,0.78163,Employed,2,111597,Management,Ellie Trafton
254,D00-ENG,0,0.974146,4,0,low,0.79017,Left,5,116079,Engineering,Sushant Raghunathan K
181,D00-SS,0,0.80246,4,0,low,0.908057,Employed,3,113439,Sales,Edward J Bayley
210,D00-MN,0,0.7413715,5,0,high,0.781365,Employed,3,110068,Management,Ellie Trafton
97,D00-SS,0,0.502732,6,0,low,0.917583,Employed,4,105013,Sales,Edward J Bayley
255,D00-SS,0,0.780761,3,0,medium,0.308554,Employed,4,111570,Sales,Edward J Bayley
185,D00-SS,0,0.632072,3,0,low,0.475767,Employed,3,101287,Sales,Edward J Bayley
122,D00-MT,1,0.531321,4,0,medium,0.46123,Employed,5,139553,Marketing,Reuben Swann
157,D00-SP,0,0.792627,4,0,medium,0.717647,Employed,3,114040,Support,Amelia Westray
154,D00-PD,0,0.704565,3,0,medium,0.571166,Employed,2,101579,Product,Darcy Staines
209,D00-MN,0,0.784216,3,0,low,0.61337,Employed,3,131886,Management,Ellie Trafton
164,D00-IT,0,0.641948,4,0,medium,0.505611,Employed,2,114543,IT,Henry Adey
195,D00-ENG,0,0.668265,6,1,medium,0.702553,Employed,3,115490,Engineering,Sushant Raghunathan K
258,D00-SS,0,0.549401,5,0,low,0.756496,Employed,2,108779,Sales,Edward J Bayley
149,D00-SS,0,0.639827,5,0,medium,0.723134,Employed,4,108510,Sales,Edward J Bayley
216,D00-MN,0,0.834627,3,0,medium,0.750479,Employed,8,113939,Management,Ellie Trafton
225,D00-PD,0,0.732204,3,0,low,0.973714,Employed,2,104970,Product,Darcy Staines
172,D00-ENG,0,0.880871,5,0,medium,0.602702,Employed,2,119553,Engineering,Sushant Raghunathan K
150,D00-ENG,0,0.959007,3,0,medium,0.807547,Employed,3,100891,Engineering,Sushant Raghunathan K
239,D00-SS,0,0.859589,5,0,low,0.807596,Left,5,105472,Sales,Edward J Bayley
259,D00-SP,0,0.520958,4,0,medium,0.821378,Employed,5,101313,Support,Amelia Westray
120,D00-FN,1,0.465232,3,0,medium,0.560616,Employed,6,101565,Finance,Aanchal J
183,D00-MT,0,0.539044,3,0,low,0.591827,Employed,4,104963,Marketing,Reuben Swann
197,D00-IT,0,0.740772,3,0,medium,0.87825,Employed,5,118162,IT,Henry Adey
239,D00-SS,0,0.89124,4,0,low,0.872304,Left,5,100941,Sales,Edward J Bayley
274,D00-SS,1,0.607724,4,0,low,0.874741,Employed,2,103949,Sales,Edward J Bayley
282,D00-PD,0,0.871039,4,0,medium,0.158881,Employed,4,102259,Product,Darcy Staines
248,D00-SP,1,0.721083,5,0,low,0.981863,Employed,8,109664,Support,Amelia Westray
258,D00-ENG,0,0.888456,6,0,low,0.156386,Left,4,111584,Engineering,Sushant Raghunathan K
201,D00-ENG,0,0.691742,5,0,medium,0.639847,Employed,2,119108,Engineering,Sushant Raghunathan K
137,D00-SS,0,0.640775,3,0,high,0.69394,Employed,3,106714,Sales,Edward J Bayley
208,D00-ENG,0,0.475956,2,0,medium,0.804477,Employed,4,109570,Engineering,Sushant Raghunathan K
216,D00-IT,0,0.608366,4,0,medium,0.956088,Employed,4,111334,IT,Henry Adey
137,D00-ENG,1,0.963059,5,0,low,0.138037,Employed,5,112270,Engineering,Sushant Raghunathan K
144,D00-AD,0,0.56442,3,0,low,0.736081,Employed,2,115485,Admin,Evelyn Tolson
304,D00-FN,0,0.785993,6,0,low,0.0971508,Left,4,101979,Finance,Aanchal J
147,D00-SS,0,0.422607,2,0,low,0.433644,Left,3,101361,Sales,Edward J Bayley
143,D00-ENG,0,0.449199,2,0,high,0.458932,Left,3,113719,Engineering,Sushant Raghunathan K
188,D00-SS,1,0.706105,4,0,low,0.616184,Employed,2,103209,Sales,Edward J Bayley
232,D00-SS,0,0.944549,4,0,low,0.865011,Left,5,106118,Sales,Edward J Bayley
287,D00-IT,0,0.497425,3,0,low,0.534208,Employed,5,117341,IT,Henry Adey
163,D00-ENG,0,0.882169,5,0,low,0.79355,Employed,3,109231,Engineering,Sushant Raghunathan K
229,D00-ENG,0,0.69644,5,0,medium,0.589467,Employed,2,104138,Engineering,Sushant Raghunathan K
149,D00-PD,0,0.732204,2,0,high,0.420833,Left,3,119922,Product,Darcy Staines
101,D00-SP,1,0.387145,5,0,low,0.80368,Employed,4,111207,Support,Amelia Westray
199,D00-IT,0,0.893826,3,0,medium,0.840404,Employed,3,107272,IT,Henry Adey
261,D00-PR,0,0.763345,5,0,medium,0.570924,Employed,6,102206,Procurement,Louie Viles
177,D00-SP,0,0.699267,5,0,medium,0.940396,Employed,4,102836,Support,Amelia Westray
145,D00-PR,0,0.966402,3,0,low,0.771063,Employed,2,117704,Procurement,Louie Viles
